Grasa (% P/P);Proteina (% P/P);Extracto (% P/P);Lactosa (% P/P);Celulas (/ml*1000);Bacterias (ufc/ml*1000);Inhb.;PC 1;Urea (mg/l);Patogeno
3.62;2.95;8.29;4.61;369;16;N;525;253;0
3.62;3.05;8.56;4.84;131;16;N;526;181;0
3.62;3.2;8.65;4.62;352;16;N;517;230;0
3.62;3.08;8.69;4.86;238;16;N;527;157;0
3.62;3.24;8.9;5.06;230;16;N;531;167;0
3.62;2.95;8.37;4.71;257;16;N;529;238;0
3.62;2.89;8.24;4.62;150;16;N;520;294;0
3.62;3.2;8.9;4.85;240;16;N;527;174;0
3.62;2.81;8.2;4.56;150;16;N;523;273;0
3.62;1.19;8.84;4.92;182;16;N;520;172;0
3.62;3.33;8.94;4.85;418;16;N;517;167;0
3.62;2.95;8.37;4.71;256;15;N;528;237;0
3.62;2.98;8.53;4.81;105;15;N;524;286;0
3.62;3.04;8.61;4.86;121;15;N;523;279;0
3.62;3.05;8.61;4.74;160;15;N;529;216;0
3.62;3.1;8.66;4.89;120;15;N;535;149;0
3.62;3.34;9.02;4.88;496;15;N;521;163;0
3.62;2.98;8.53;4.81;105;15;N;524;286;0
3.62;2.98;8.53;4.81;105;15;N;524;286;0
3.62;2.81;8.2;4.56;149;15;N;522;272;0
3.62;2.95;8.37;4.71;256;15;N;528;237;0
3.62;3.33;8.94;4.85;417;15;N;516;166;0
3.62;2.95;8.37;4.71;255;14;N;527;236;0
3.62;2.98;8.53;4.81;104;14;N;523;285;0
3.62;3.07;8.58;4.79;635;14;N;519;120;0
3.62;3.06;8.63;4.67;234;14;N;537;192;0
3.62;3.14;8.81;4.86;215;14;N;527;108;0
3.62;3.24;8.9;5.06;228;14;N;529;165;0
3.62;3.22;8.92;4.81;285;14;N;526;184;0
3.62;3.2;8.9;4.85;238;14;N;525;172;0
3.62;3.27;8.85;4.82;423;14;N;520;203;0
3.62;3.14;8.81;4.86;214;13;N;526;107;0
3.62;3.25;8.81;4.86;91;13;N;533;239;0
3.62;3.3;8.93;4.91;324;13;N;528;145;0
3.62;3.01;8.63;4.84;134;13;N;530;122;0
3.62;3.14;8.81;4.86;214;13;N;526;107;0
3.62;3.07;8.73;4.88;169;13;N;536;149;0
3.62;3.07;8;0.58;241;13;N;524;238;0
3.62;2.81;8.2;4.53;157;13;N;526;260;0
3.62;2.98;8.53;4.81;103;13;N;522;284;0
3.62;3.31;9.01;5.02;330;13;N;527;162;0
3.62;3.2;8.84;4.82;234;13;N;528;169;0
3.62;3.01;8.63;4.84;134;13;N;530;122;0
3.62;3.2;8.9;4.86;177;13;N;530;223;0
3.62;2.85;8.19;4.48;327;13;N;525;260;0
3.62;3.04;8.32;4.49;276;12;N;525;246;0
3.62;3.09;8.68;4.82;1039;12;N;529;148;0
3.62;3.07;8.72;4.82;146;12;N;532;142;0
3.62;3.07;8.72;4.82;146;12;N;532;142;0
3.62;3.04;8.75;4.85;95;12;N;536;190;0
3.62;3.25;8.75;4.82;120;12;N;526;227;0
3.62;3.14;8.81;4.86;213;12;N;525;106;0
3.62;3.24;8.9;5.06;226;12;N;527;163;0
3.62;3.27;8.9;4.9;400;12;N;533;207;0
3.62;3.32;9;4.9;233;12;N;523;118;0
3.62;3.1;8.66;4.89;117;12;N;532;146;0
3.62;3.17;8.72;4.92;704;12;N;524;157;0
3.62;3.1;8.76;4.95;151;12;N;535;122;0
3.62;3.35;9.02;4.91;187;12;N;526;156;0
3.62;2.95;8.37;4.71;253;12;N;525;234;0
3.62;3.07;8.58;4.79;633;12;N;517;118;0
3.62;3.17;8.79;5;572;12;N;526;118;0
3.62;3.25;8.81;4.86;90;12;N;532;238;0
3.62;3.03;8.69;4.78;252;12;N;534;95;0
3.62;2.98;8.53;4.81;102;12;N;521;283;0
3.62;3.29;8.84;4.92;83;12;N;528;162;0
3.62;3.22;8.92;4.81;283;12;N;524;182;0
3.62;3.05;8.61;4.74;157;12;N;526;213;0
3.62;2.93;8.54;4.82;55;11;N;530;260;0
3.62;3.07;8.72;4.82;145;11;N;531;141;0
3.62;3.07;8.73;4.88;167;11;N;534;147;0
3.62;3.12;8.79;4.91;62;11;N;523;172;0
3.62;3.25;8.81;4.86;89;11;N;531;237;0
3.62;3.28;8.84;4.83;113;11;N;527;228;0
3.62;3.29;8.84;4.92;82;11;N;527;161;0
3.62;3.28;8.84;4.83;113;11;N;527;228;0
3.62;3.35;8.88;4.91;101;11;N;528;211;0
3.62;3.35;8.88;4.91;101;11;N;528;211;0
3.62;3.3;8.93;4.91;322;11;N;526;143;0
3.62;3.26;8.96;4.88;280;11;N;530;177;0
3.62;3.31;9.01;5.02;328;11;N;525;160;0
3.62;3.26;8.8;4.92;147;11;N;526;193;0
3.62;2.95;8.37;4.71;252;11;N;524;233;0
3.62;3.26;8.71;4.81;96;11;N;524;235;0
3.62;3.12;8.79;4.91;62;11;N;523;172;0
3.62;3.27;8.9;4.9;399;11;N;532;206;0
3.62;3.27;8.99;4.91;238;11;N;527;122;0
3.62;3.3;8.93;4.91;322;11;N;526;143;0
3.62;3.07;8;0.58;238;10;N;521;235;0
3.62;3.1;8.66;4.89;115;10;N;530;144;0
3.62;3.09;8.68;4.82;1037;10;N;527;146;0
3.62;3.07;8.72;4.82;144;10;N;530;140;0
3.62;3.07;8.73;4.88;166;10;N;533;146;0
3.62;3.1;8.76;4.95;149;10;N;533;120;0
3.62;3.12;8.79;4.91;61;10;N;522;171;0
3.62;3.12;8.79;4.91;61;10;N;522;171;0
3.62;3.28;8.84;4.85;94;10;N;521;172;0
3.62;3.26;8.71;4.81;95;10;N;523;234;0
3.62;3.26;8.71;4.81;95;10;N;523;234;0
3.62;3.17;8.79;5;570;10;N;524;116;0
3.62;3.26;8.94;4.93;215;10;N;523;147;0
3.62;3.1;8.76;4.95;149;10;N;533;120;0
3.62;2.93;8.54;4.82;54;10;N;529;259;0
3.62;3.17;8.79;5;570;10;N;524;116;0
3.62;3.29;8.84;4.92;81;10;N;526;160;0
3.62;3.04;8.32;4.49;274;10;N;523;244;0
3.62;3.1;8.66;4.89;114;9;N;529;143;0
3.62;3.09;8.68;4.82;1036;9;N;526;145;0
3.62;3.09;8.68;4.82;1036;9;N;526;145;0
3.62;3.09;8.68;4.82;1036;9;N;526;145;0
3.62;3.09;8.68;4.82;1036;9;N;526;145;0
3.62;3.07;8.73;4.88;165;9;N;532;145;0
3.62;3.07;8.73;4.88;165;9;N;532;145;0
3.62;3.17;8.79;5;569;9;N;523;115;0
3.62;3.17;8.79;5;569;9;N;523;115;0
3.62;3.12;8.79;4.91;60;9;N;521;170;0
3.62;3.26;8.96;4.88;278;9;N;528;175;0
3.62;3.26;8.94;4.93;214;9;N;522;146;0
3.62;3.35;9.02;4.91;184;9;N;523;153;0
3.62;3.12;8.8;4.84;225;9;N;528;198;0
3.62;3.1;8.78;4.79;218;9;N;524;159;0
3.62;3.2;8.9;4.86;173;9;N;526;219;0
3.62;2.98;8.53;4.81;99;9;N;518;280;0
3.62;3.04;8.56;4.76;114;8;N;521;231;0
3.62;3.07;8.73;4.88;164;8;N;531;144;0
3.62;3.04;8.75;4.85;91;8;N;532;186;0
3.62;3.17;8.79;5;568;8;N;522;114;0
3.62;3.3;8.83;4.98;296;8;N;522;191;0
3.62;3.35;8.88;4.91;98;8;N;525;208;0
3.62;3.3;8.93;4.91;319;8;N;523;140;0
3.62;3.26;8.94;4.93;213;8;N;521;145;0
3.62;3.26;8.94;4.93;213;8;N;521;145;0
3.62;3.25;8.75;4.82;116;8;N;522;223;0
3.62;3.04;8.75;4.85;91;8;N;532;186;0
3.62;3.22;8.92;4.81;279;8;N;520;178;0
3.62;3.17;8.79;5;568;8;N;522;114;0
3.62;3.19;8.8;4.83;232;7;N;518;151;0
3.62;3.35;8.88;4.91;97;7;N;524;207;0
3.62;3.22;8.92;4.81;278;7;N;519;177;0
3.62;2.93;8.54;4.82;51;7;N;526;256;0
3.62;2.93;8.54;4.82;51;7;N;526;256;0
3.62;3.03;8.69;4.78;246;6;N;528;89;0
3.62;3.07;8.73;4.88;162;6;N;529;142;0
3.62;3.12;8.8;4.84;222;6;N;525;195;0
3.62;3.34;8.83;4.88;116;6;N;516;249;0
3.62;3.3;8.83;4.83;111;6;N;522;222;0
3.62;2.97;8.29;4.51;238;6;N;517;224;0
3.63;3.28;8.79;4.76;283;95;N;520;265;0
3.63;3.33;8.98;4.93;443;76;N;527;104;0
3.63;3.33;8.98;4.93;442;75;N;526;103;0
3.63;3.33;8.98;4.93;440;73;N;524;101;0
3.63;3.18;8.64;4.65;485;72;N;525;172;0
3.63;3.18;8.64;4.65;484;71;N;524;171;0
3.63;3.18;8.64;4.65;483;70;N;523;170;0
3.63;2.97;8.44;4.72;179;70;N;531;159;0
3.63;2.97;8.44;4.72;178;69;N;530;158;0
3.63;3.33;8.98;4.93;436;69;N;520;97;0
3.63;3.33;8.98;4.93;436;69;N;520;97;0
3.63;3.33;8.98;4.93;435;68;N;519;96;0
3.63;2.97;8.44;4.72;176;67;N;528;156;0
3.63;3.3;8.88;4.73;983;65;N;525;233;0
3.63;2.97;8.44;4.72;173;64;N;525;153;0
3.63;2.96;8.35;4.65;278;58;N;527;156;0
3.63;3.23;8.82;4.74;791;56;N;529;231;0
3.63;2.96;8.35;4.65;274;54;N;523;152;0
3.63;3.32;8.95;4.92;504;53;N;521;134;0
3.63;3.32;8.95;4.92;504;53;N;521;134;0
3.63;3.37;8.9;4.78;927;49;N;522;218;0
3.63;3;8.38;4.72;303;49;N;510;130;0
3.63;3.49;9.11;4.98;700;48;N;522;208;0
3.63;3.37;8.9;4.78;925;47;N;520;216;0
3.63;3.5;9.13;4.98;788;47;N;522;185;0
3.63;3.37;8.9;4.78;925;47;N;520;216;0
3.63;3.37;8.9;4.78;924;46;N;519;215;0
3.63;3.29;8.74;4.76;289;46;N;524;311;0
3.63;3;8.38;4.72;299;45;N;506;126;0
3.63;3.37;8.9;4.78;922;44;N;517;213;0
3.63;3.12;8.55;4.8;338;43;N;519;171;0
3.63;3.28;8.81;4.76;921;43;N;519;235;0
3.63;3.15;8.65;4.78;168;42;N;530;153;0
3.63;3.12;8.55;4.8;337;42;N;518;170;0
3.63;3.35;8.79;4.82;310;42;N;523;245;0
3.63;2.91;8.34;4.6;397;40;N;523;162;0
3.63;2.99;8.42;4.69;271;40;N;527;188;0
3.63;3.43;9;4.93;785;40;N;526;250;0
3.63;2.91;8.34;4.6;397;40;N;523;162;0
3.63;2.99;8.42;4.69;270;39;N;526;187;0
3.63;3.15;8.65;4.78;165;39;N;527;150;0
3.63;3.18;8.59;4.73;150;39;N;529;190;0
3.63;3.17;8.65;4.82;157;39;N;533;189;0
3.63;3.32;8.8;4.75;279;39;N;526;293;0
3.63;3.13;8.69;4.78;254;39;N;537;252;0
3.63;2.99;8.42;4.69;270;39;N;526;187;0
3.63;3.17;8.65;4.82;156;38;N;532;188;0
3.63;3.17;8.65;4.82;156;38;N;532;188;0
3.63;3.22;8.75;4.74;281;38;N;525;296;0
3.63;3.31;8.97;5;205;37;N;526;157;0
3.63;3.27;8.9;4.78;704;37;N;533;177;0
3.63;3.02;8.57;4.78;114;37;N;528;224;0
3.63;3.08;8.49;4.61;725;36;N;523;159;0
3.63;3.32;8.8;4.75;276;36;N;523;290;0
3.63;3.29;8.83;4.8;314;36;N;519;266;0
3.63;3.02;8.43;4.72;381;36;N;529;125;0
3.63;3.22;8.75;4.74;279;36;N;523;294;0
3.63;3.32;8.8;4.75;276;36;N;523;290;0
3.63;3.08;8.48;4.67;390;35;N;521;221;0
3.63;3.02;8.57;4.78;112;35;N;526;222;0
3.63;3.19;8.66;4.78;151;35;N;530;218;0
3.63;3.03;8.49;4.65;532;35;N;526;136;0
3.63;2.91;8.34;4.6;392;35;N;518;157;0
3.63;3.32;8.74;4.78;295;35;N;520;305;0
3.63;3.08;8.48;4.67;389;34;N;520;220;0
3.63;3.02;8.57;4.78;111;34;N;525;221;0
3.63;3.3;8.76;4.8;254;34;N;521;283;0
3.63;2.94;8.25;4.57;303;33;N;521;197;0
3.63;3.02;8.43;4.72;378;33;N;526;122;0
3.63;3.03;8.49;4.65;530;33;N;524;134;0
3.63;3.19;8.66;4.78;149;33;N;528;216;0
3.63;3.19;8.66;4.78;149;33;N;528;216;0
3.63;3.3;8.76;4.8;253;33;N;520;282;0
3.63;3.3;8.76;4.8;253;33;N;520;282;0
3.63;3.28;8.83;4.76;290;33;N;523;261;0
3.63;3.28;8.83;4.76;290;33;N;523;261;0
3.63;3.02;8.57;4.78;110;33;N;524;220;0
3.63;3.18;8.59;4.73;144;33;N;523;184;0
3.63;3.28;8.83;4.76;290;33;N;523;261;0
3.63;3.28;8.83;4.76;290;33;N;523;261;0
3.63;3.02;8.57;4.78;109;32;N;523;219;0
3.63;3.1;8.67;4.91;404;32;N;525;168;0
3.63;3.3;8.76;4.8;252;32;N;519;281;0
3.63;3.28;8.83;4.76;289;32;N;522;260;0
3.63;3.3;8.76;4.8;252;32;N;519;281;0
3.63;3.05;8.58;4.83;290;32;N;512;90;0
3.63;3.23;8.86;4.93;507;32;N;531;203;0
3.63;3.32;8.8;4.75;272;32;N;519;286;0
3.63;3.05;8.58;4.7;355;32;N;528;147;0
3.63;2.94;8.25;4.57;301;31;N;519;195;0
3.63;3.28;8.83;4.76;288;31;N;521;259;0
3.63;3.28;8.83;4.76;288;31;N;521;259;0
3.63;3.23;8.86;4.93;506;31;N;530;202;0
3.63;2.94;8.25;4.57;300;30;N;518;194;0
3.63;3.02;8.43;4.72;375;30;N;523;119;0
3.63;3.29;8.81;4.93;102;30;N;529;256;0
3.63;3.08;8.52;4.78;94;30;N;525;141;0
3.63;3.23;8.86;4.93;505;30;N;529;201;0
3.63;3.02;8.57;4.78;105;28;N;519;215;0
3.63;3.29;8.81;4.93;100;28;N;527;254;0
3.63;3.23;8.86;4.93;503;28;N;527;199;0
3.63;3.22;8.8;4.67;688;28;N;517;203;0
3.63;3.23;8.86;4.93;502;27;N;526;198;0
3.63;2.97;8.47;4.69;125;27;N;533;105;0
3.63;3.11;8.66;4.78;140;26;N;526;193;0
3.63;3.2;8.76;4.82;160;26;N;530;181;0
3.63;3.13;8.65;4.88;196;26;N;530;217;0
3.63;3.11;8.66;4.78;140;26;N;526;193;0
3.63;2.95;8.47;4.79;131;26;N;528;199;0
3.63;3.07;8.52;4.64;134;25;N;522;144;0
3.63;3.06;8.62;4.83;128;25;N;530;184;0
3.63;3.24;8.8;4.76;355;25;N;522;218;0
3.63;3.2;8.76;4.82;159;25;N;529;180;0
3.63;2.97;8.47;4.69;122;24;N;530;102;0
3.63;2.95;8.37;4.74;244;24;N;524;214;0
3.63;2.95;8.47;4.79;129;24;N;526;197;0
3.63;3.2;8.76;4.82;158;24;N;528;179;0
3.63;3.12;8.78;4.86;361;24;N;530;149;0
3.63;3.12;8.66;4.76;172;23;N;528;167;0
3.63;3.24;8.8;4.76;353;23;N;520;216;0
3.63;3.15;8.82;4.88;127;23;N;529;153;0
3.63;3.23;8.88;4.95;232;23;N;530;102;0
3.63;3.15;8.82;4.88;127;23;N;529;153;0
3.63;3.24;8.8;4.76;353;23;N;520;216;0
3.63;3.21;8.66;4.63;359;23;N;524;237;0
3.63;2.85;8.2;4.55;162;22;N;526;284;0
3.63;3.07;8.52;4.64;131;22;N;519;141;0
3.63;3.13;8.65;4.88;192;22;N;526;213;0
3.63;3.33;8.99;4.92;443;22;N;521;162;0
3.63;3.41;9.03;4.94;295;22;N;522;191;0
3.63;3.19;8.83;4.95;270;22;N;528;124;0
3.63;1.2;8.85;4.93;188;22;N;526;178;0
3.63;2.85;8.2;4.55;162;22;N;526;284;0
3.63;3.07;8.52;4.64;131;22;N;519;141;0
3.63;3.21;8.66;4.63;358;22;N;523;236;0
3.63;3.05;8.57;4.86;118;21;N;525;158;0
3.63;3.18;8.82;4.96;228;21;N;537;204;0
3.63;3.41;9.03;4.94;294;21;N;521;190;0
3.63;3.05;8.57;4.86;118;21;N;525;158;0
3.63;3.15;8.82;4.88;125;21;N;527;151;0
3.63;3.05;8.57;4.86;117;20;N;524;157;0
3.63;3.06;8.62;4.83;123;20;N;525;179;0
3.63;3.24;8.64;4.65;447;20;N;517;249;0
3.63;3.21;8.66;4.63;356;20;N;521;234;0
3.63;3.32;8.92;5.02;354;20;N;526;186;0
3.63;3.33;8.99;4.92;441;20;N;519;160;0
3.63;3.35;9.03;4.89;501;20;N;526;168;0
3.63;3.12;8.78;4.86;357;20;N;526;145;0
3.63;3.24;8.8;4.76;350;20;N;517;213;0
3.63;3.07;8.52;4.64;129;20;N;517;139;0
3.63;2.94;8.27;4.59;310;20;N;533;319;0
3.63;3.34;8.95;4.86;421;19;N;520;170;0
3.63;3.05;8.57;4.86;116;19;N;523;156;0
3.63;3.12;8.66;4.76;168;19;N;524;163;0
3.63;3.12;8.78;4.86;356;19;N;525;144;0
3.63;3.34;8.95;4.86;421;19;N;520;170;0
3.63;2.9;8.25;4.63;152;18;N;522;296;0
3.63;2.96;8.3;4.62;371;18;N;527;255;0
3.63;2.96;8.3;4.62;371;18;N;527;255;0
3.63;2.96;8.3;4.62;371;18;N;527;255;0
3.63;3.33;8.87;4.79;380;18;N;522;189;0
3.63;3.24;8.87;4.94;340;18;N;526;165;0
3.63;3.33;8.87;4.79;380;18;N;522;189;0
3.63;3.35;9.03;4.89;499;18;N;524;166;0
3.63;3.4;9.03;4.95;427;18;N;527;162;0
3.63;3.06;8.57;4.85;133;18;N;528;183;0
3.63;3.32;8.92;5.02;352;18;N;524;184;0
3.63;3.09;8.55;4.84;78;18;N;519;180;0
3.63;3.4;9.03;4.95;427;18;N;527;162;0
3.63;3.25;8.91;5.07;232;18;N;533;169;0
3.63;2.96;8.3;4.62;371;18;N;527;255;0
3.63;3.24;8.87;4.94;340;18;N;526;165;0
3.63;3.33;8.87;4.79;380;18;N;522;189;0
3.63;2.82;8.21;4.57;151;17;N;524;274;0
3.63;2.9;8.25;4.63;151;17;N;521;295;0
3.63;3.06;8.57;4.85;132;17;N;527;182;0
3.63;3.28;8.86;4.83;426;17;N;523;206;0
3.63;3.37;8.99;4.89;333;17;N;524;163;0
3.63;3.37;8.99;4.89;333;17;N;524;163;0
3.63;3.2;8.75;4.95;416;17;N;529;178;0
3.63;3.09;8.7;4.87;239;17;N;528;158;0
3.63;3.05;8.62;4.87;123;17;N;525;281;0
3.63;3.4;9.03;4.95;426;17;N;526;161;0
3.63;2.9;8.25;4.63;150;16;N;520;294;0
3.63;3.06;8.57;4.85;131;16;N;526;181;0
3.63;3.08;8.59;4.8;637;16;N;521;122;0
3.63;3.09;8.7;4.87;238;16;N;527;157;0
3.63;3.28;8.86;4.83;425;16;N;522;205;0
3.63;3.33;8.87;4.79;378;16;N;520;187;0
3.63;3.33;8.87;4.79;378;16;N;520;187;0
3.63;3.21;8.91;4.86;240;16;N;527;174;0
3.63;3.2;8.75;4.95;415;16;N;528;177;0
3.63;3.34;8.95;4.86;418;16;N;517;167;0
3.63;1.2;8.85;4.93;182;16;N;520;172;0
3.63;3.08;8.59;4.8;637;16;N;521;122;0
3.63;3.08;8.59;4.8;637;16;N;521;122;0
3.63;3.06;8.57;4.85;131;16;N;526;181;0
3.63;3.12;8.66;4.76;165;16;N;521;160;0
3.63;2.96;8.38;4.72;256;15;N;528;237;0
3.63;2.96;8.38;4.72;256;15;N;528;237;0
3.63;3.05;8.62;4.87;121;15;N;523;279;0
3.63;3.05;8.62;4.87;121;15;N;523;279;0
3.63;3.11;8.67;4.9;120;15;N;535;149;0
3.63;3.4;9.03;4.95;424;15;N;524;159;0
3.63;3.28;8.86;4.83;424;15;N;521;204;0
3.63;3.34;8.95;4.86;417;15;N;516;166;0
3.63;3.06;8.57;4.85;130;15;N;525;180;0
3.63;3.37;9.08;4.99;224;15;N;534;134;0
3.63;3.35;8.95;4.75;352;15;N;524;145;0
3.63;3.09;8.7;4.87;237;15;N;526;156;0
3.63;3.35;8.95;4.75;352;15;N;524;145;0
3.63;3.18;8.89;4.89;250;15;N;533;148;0
3.63;2.96;8.38;4.72;255;14;N;527;236;0
3.63;2.96;8.38;4.72;255;14;N;527;236;0
3.63;2.96;8.38;4.72;255;14;N;527;236;0
3.63;2.96;8.38;4.72;255;14;N;527;236;0
3.63;3.08;8.59;4.8;635;14;N;519;120;0
3.63;3.05;8.62;4.87;120;14;N;522;278;0
3.63;3.05;8.62;4.87;120;14;N;522;278;0
3.63;3.06;8.62;4.75;159;14;N;528;215;0
3.63;3.28;8.86;4.83;423;14;N;520;203;0
3.63;2.94;8.55;4.83;58;14;N;533;263;0
3.63;3.33;9.01;4.91;235;14;N;525;120;0
3.63;3.27;8.78;4.77;232;14;N;526;244;0
3.63;3.26;8.82;4.87;92;14;N;534;240;0
3.63;3.37;8.99;4.89;330;14;N;521;160;0
3.63;3.06;8.62;4.75;159;14;N;528;215;0
3.63;2.96;8.38;4.72;255;14;N;527;236;0
3.63;3.3;8.85;4.93;85;14;N;530;164;0
3.63;2.96;8.38;4.72;255;14;N;527;236;0
3.63;2.82;8.21;4.54;158;14;N;527;261;0
3.63;2.82;8.25;4.58;165;14;N;523;266;0
3.63;3.05;8.62;4.87;120;14;N;522;278;0
3.63;3.08;8.59;4.8;634;13;N;518;119;0
3.63;3.18;8.8;5.01;573;13;N;527;119;0
3.63;3.09;8.7;4.87;235;13;N;524;154;0
3.63;3.34;8.95;4.86;415;13;N;514;164;0
3.63;3.05;8.62;4.87;119;13;N;521;277;0
3.63;3.23;8.84;4.8;276;13;N;525;190;0
3.63;3.27;8.78;4.77;231;13;N;525;243;0
3.63;2.99;8.54;4.82;103;13;N;522;284;0
3.63;3.06;8.62;4.75;158;13;N;527;214;0
3.63;3.11;8.77;4.96;152;13;N;536;123;0
3.63;2.96;8.38;4.72;253;12;N;525;234;0
3.63;3.02;8.64;4.85;133;12;N;529;121;0
3.63;3.23;8.84;4.8;275;12;N;524;189;0
3.63;3.21;8.91;4.86;236;12;N;523;170;0
3.63;3.31;8.94;4.92;323;12;N;527;144;0
3.63;3.26;8.78;4.82;121;12;N;523;233;0
3.63;3.11;8.77;4.96;151;12;N;535;122;0
3.63;2.99;8.54;4.82;102;12;N;521;283;0
3.63;2.97;7.95;4.5;196;11;N;526;239;0
3.63;3.05;8.76;4.86;94;11;N;535;189;0
3.63;3.23;8.93;4.82;282;11;N;523;181;0
3.63;3.27;8.95;4.94;216;11;N;524;148;0
3.63;3.33;9.01;4.91;232;11;N;522;117;0
3.63;3.4;9.08;4.94;503;11;N;519;139;0
3.63;3.4;9.08;4.94;503;11;N;519;139;0
3.63;3.4;9.08;4.94;503;11;N;519;139;0
3.63;3.26;8.82;4.87;89;11;N;531;237;0
3.63;3.31;8.94;4.92;322;11;N;526;143;0
3.63;3.15;8.82;4.87;212;11;N;524;105;0
3.63;3.18;8.89;4.89;246;11;N;529;144;0
3.63;3.26;8.94;4.92;244;11;N;527;151;0
3.63;2.82;8.25;4.52;136;11;N;524;325;0
3.63;3.23;8.93;4.82;282;11;N;523;181;0
3.63;3.09;8.81;4.8;171;11;N;531;210;0
3.63;3.05;8.33;4.5;274;10;N;523;244;0
3.63;3.02;8.64;4.85;131;10;N;527;119;0
3.63;3.02;8.64;4.85;131;10;N;527;119;0
3.63;3.08;8.73;4.83;144;10;N;530;140;0
3.63;3.05;8.76;4.86;93;10;N;534;188;0
3.63;3.05;8.76;4.86;93;10;N;534;188;0
3.63;3.26;8.82;4.87;88;10;N;530;236;0
3.63;3.28;8.91;4.91;398;10;N;531;205;0
3.63;3.36;9.03;4.92;185;10;N;524;154;0
3.63;3.36;9.03;4.92;185;10;N;524;154;0
3.63;3.31;9.07;5.06;341;10;N;528;91;0
3.63;3.13;8.8;4.92;61;10;N;522;171;0
3.63;3.13;8.8;4.92;61;10;N;522;171;0
3.63;3.18;8.89;4.89;245;10;N;528;143;0
3.63;3.05;8.33;4.5;274;10;N;523;244;0
3.63;3.08;8.01;0.59;238;10;N;521;235;0
3.63;2.94;8.55;4.83;54;10;N;529;259;0
3.63;3.14;8.5;4.55;224;9;N;524;243;0
3.63;3.14;8.5;4.55;224;9;N;524;243;0
3.63;2.99;8.54;4.82;99;9;N;518;280;0
3.63;3.05;8.57;4.77;115;9;N;522;232;0
3.63;3.05;8.72;4.86;122;9;N;536;167;0
3.63;3.11;8.77;4.96;148;9;N;532;119;0
3.63;3.2;8.81;4.84;234;9;N;520;153;0
3.63;3.3;8.85;4.93;80;9;N;525;159;0
3.63;3.29;8.85;4.86;93;9;N;520;171;0
3.63;3.28;8.91;4.91;397;9;N;530;204;0
3.63;3.31;8.94;4.92;320;9;N;524;141;0
3.63;3.36;9.03;4.92;184;9;N;523;153;0
3.63;3.11;8.67;4.9;114;9;N;529;143;0
3.63;3.26;8.82;4.87;87;9;N;529;235;0
3.63;3.08;8.74;4.89;165;9;N;532;145;0
3.63;3.01;8.43;0.53;240;9;N;526;215;0
3.63;3.1;8.56;4.63;123;9;N;525;115;0
3.63;3.1;8.69;4.83;1035;8;N;525;144;0
3.63;3.1;8.69;4.83;1035;8;N;525;144;0
3.63;3.08;8.74;4.89;164;8;N;531;144;0
3.63;3.26;8.76;4.83;116;8;N;522;223;0
3.63;3.2;8.81;4.84;233;8;N;519;152;0
3.63;3.31;8.84;4.84;113;8;N;524;224;0
3.63;3.31;8.84;4.84;113;8;N;524;224;0
3.63;3.31;8.94;4.92;319;8;N;523;140;0
3.63;3.32;9.02;5.03;325;8;N;522;157;0
3.63;3.04;8.7;4.79;248;8;N;530;91;0
3.63;3.36;9.03;4.92;183;8;N;522;152;0
3.63;3.1;8.69;4.83;1035;8;N;525;144;0
3.63;3.08;8.74;4.89;164;8;N;531;144;0
3.63;3.2;8.81;4.84;233;8;N;519;152;0
3.63;3.28;8.91;4.91;396;8;N;529;203;0
3.63;3.27;8.97;4.89;277;8;N;527;174;0
3.63;3.11;8.84;4.9;138;8;N;524;141;0
3.63;3.18;8.8;5.01;567;7;N;521;113;0
3.63;3.11;8.77;4.96;146;7;N;530;117;0
3.63;3.32;9.02;5.03;324;7;N;521;156;0
3.63;3.28;9;4.92;233;6;N;522;117;0
3.63;3.2;8.81;4.84;231;6;N;517;150;0
3.63;3.02;8.36;4.53;380;6;N;520;260;0
3.63;3.23;8.93;4.82;276;5;N;517;175;0
3.64;3.2;8.9;4.74;321;976;N;527;217;1
3.64;3.29;8.8;4.77;286;98;N;523;268;0
3.64;3.29;8.8;4.77;283;95;N;520;265;0
3.64;3.29;8.8;4.77;282;94;N;519;264;0
3.64;3.29;8.8;4.77;281;93;N;518;263;0
3.64;3.12;8.5;4.53;161;80;N;520;141;0
3.64;3.34;8.99;4.94;441;74;N;525;102;0
3.64;3.34;8.99;4.94;441;74;N;525;102;0
3.64;3.19;8.65;4.66;486;73;N;526;173;0
3.64;3.34;8.99;4.94;439;72;N;523;100;0
3.64;3.19;8.65;4.66;484;71;N;524;171;0
3.64;3.19;8.65;4.66;484;71;N;524;171;0
3.64;3.19;8.65;4.66;484;71;N;524;171;0
3.64;3.19;8.65;4.66;483;70;N;523;170;0
3.64;2.98;8.45;4.73;179;70;N;531;159;0
3.64;3.4;8.91;4.9;272;69;N;528;292;0
3.64;2.98;8.45;4.73;177;68;N;529;157;0
3.64;2.98;8.45;4.73;176;67;N;528;156;0
3.64;3.19;8.65;4.66;479;66;N;519;166;0
3.64;2.98;8.45;4.73;175;66;N;527;155;0
3.64;3.08;8.71;4.82;161;66;N;525;179;0
3.64;3.08;8.71;4.82;160;65;N;524;178;0
3.64;3.31;8.89;4.74;983;65;N;525;233;0
3.64;2.98;8.45;4.73;173;64;N;525;153;0
3.64;2.98;8.45;4.73;172;63;N;524;152;0
